date	time	n
08-18	21	1
08-18	22	119
08-18	23	10
08-18	24	22
08-18	25	40
08-18	26	31
08-18	27	26
08-18	28	251
08-18	29	11
08-18	30	1
08-18	31	5
08-18	32	3
08-18	33	58
08-18	39	1
08-18	40	34
08-18	41	5
08-18	42	2
08-18	43	2
08-18	44	188
08-18	128	6
08-18	129	6
08-18	130	5
08-18	131	24
08-18	132	244
08-19	222	10
08-19	224	2
08-19	225	28
08-19	226	2
08-19	227	2
08-19	229	3
08-19	230	5
08-19	231	1
08-19	232	2
08-19	233	29
08-19	234	218
08-19	374	6
08-19	375	175
08-19	376	133
08-19	377	30
08-19	378	40
08-19	379	15
08-19	380	11
08-19	381	10
08-19	382	10
08-19	390	1
08-19	393	10
08-19	400	1
08-19	404	30
08-19	405	15
08-19	407	10
08-19	410	1
08-19	415	1
08-19	416	8
08-19	419	1
08-19	420	48
08-19	430	1
08-19	432	39
08-19	439	7
08-19	440	3
08-19	442	50
08-19	443	20
08-19	447	20
08-19	450	21
08-19	451	20
08-19	452	41
08-19	454	39
08-19	455	10
08-19	456	20
08-19	457	10
08-19	460	11
08-19	463	5
08-19	465	1
08-19	468	30
08-19	469	10
08-19	470	61
08-19	473	1
08-19	474	1
08-19	479	1
08-19	480	48
08-19	481	33
08-19	483	10
08-19	484	30
08-19	488	2
08-19	489	6
08-19	490	1
08-19	493	10
08-19	494	20
08-19	496	22
08-19	497	14
08-19	498	1
08-19	499	46
08-19	500	3
08-19	501	13
08-19	502	35
08-19	503	1
08-19	504	28
08-19	505	25
08-19	506	5
08-19	507	1
08-19	508	21
08-19	509	16
08-19	510	158
08-19	512	1
08-19	513	1
08-19	514	21
08-19	515	1
08-19	516	2
08-19	517	5
08-19	518	1
08-19	519	174
08-19	520	1
08-19	521	244
08-19	522	5
08-19	523	246
08-19	524	263
08-19	530	27
08-19	531	10
08-19	532	26
08-19	533	1
08-19	536	66
08-19	537	11
08-19	538	1
08-19	539	1
08-19	540	17
08-19	543	1
08-19	544	7
08-19	545	16
08-19	546	12
08-19	547	4
08-19	548	1
08-19	550	1
08-19	551	1
08-19	553	1
08-19	554	1
08-19	555	1
08-19	557	21
08-19	558	11
08-19	559	53
08-19	560	1
08-19	561	35
08-19	562	23
08-19	563	21
08-19	564	3
08-19	565	2
08-19	570	1
08-19	574	1
08-19	575	1
08-19	576	22
08-19	577	2
08-19	578	20
08-19	579	5
08-19	580	12
08-19	581	7
08-19	582	11
08-19	587	1
08-19	588	1
08-19	590	2
08-19	598	20
08-19	599	11
08-19	600	84
08-19	601	2
08-19	602	220
08-19	605	13
08-19	606	78
08-19	608	11
08-19	610	24
08-19	616	3
08-19	617	7
08-19	620	2
08-19	622	21
08-19	623	58
08-19	624	39
08-19	625	1
08-19	626	41
08-19	627	41
08-19	630	1
08-19	631	1
08-19	633	38
08-19	634	1
08-19	636	99
08-19	637	97
08-19	638	101
08-19	639	41
08-19	640	59
08-19	641	119
08-19	642	102
08-19	643	78
08-19	644	58
08-19	645	59
08-19	646	121
08-19	647	99
08-19	648	41
08-19	649	58
08-19	650	58
08-19	651	101
08-19	652	116
08-19	653	79
08-19	654	69
08-19	655	58
08-19	656	122
08-19	657	62
08-19	658	80
08-19	659	78
08-19	660	88
08-19	661	101
08-19	662	137
08-19	663	128
08-19	664	86
08-19	665	59
08-19	666	96
08-19	667	99
08-19	668	99
08-19	669	78
08-19	670	37
08-19	671	10
08-19	672	3
08-19	675	3
08-19	676	5
08-19	677	20
08-19	678	38
08-19	680	21
08-19	682	21
08-19	683	45
08-19	687	40
08-19	688	10
08-19	689	10
08-19	690	22
08-19	691	40
08-19	692	60
08-19	694	10
08-19	695	10
08-19	696	40
08-19	697	30
08-19	698	120
08-19	699	42
08-19	700	21
08-19	701	99
08-19	703	1
08-19	706	40
08-19	710	1
08-19	713	1
08-19	715	2
08-19	717	1
08-19	719	2
08-19	720	49
08-19	723	1
08-19	724	1
08-19	727	1
08-19	730	32
08-19	731	3
08-19	732	23
08-19	733	20
08-19	734	20
08-19	736	10
08-19	738	11
08-19	739	79
08-19	740	1
08-19	743	1
08-19	744	23
08-19	745	40
08-19	746	81
08-19	747	2
08-19	748	30
08-19	750	31
08-19	751	10
08-19	755	1
08-19	760	1
08-19	761	1
08-19	762	3
08-19	763	10
08-19	764	1
08-19	770	2
08-19	771	50
08-19	772	11
08-19	774	1
08-19	775	1
08-19	776	2
08-19	777	59
08-19	778	1
08-19	779	1
08-19	780	48
08-19	790	1
08-19	800	1
08-19	808	10
08-19	810	1
08-19	817	1
08-19	820	1
08-19	823	49
08-19	824	60
08-19	825	30
08-19	826	82
08-19	827	191
08-19	828	96
08-19	830	1
08-19	832	1
08-19	834	12
08-19	837	1
08-19	839	1
08-19	840	47
08-19	841	3
08-19	842	62
08-19	843	60
08-19	844	20
08-19	845	20
08-19	846	40
08-19	847	40
08-19	849	23
08-19	850	31
08-19	852	79
08-19	853	41
08-19	855	58
08-19	856	40
08-19	857	60
08-19	858	22
08-19	859	41
08-19	860	62
08-19	861	39
08-19	863	21
08-19	864	21
08-19	866	70
08-19	867	111
08-19	868	81
08-19	869	59
08-19	870	80
08-19	871	52
08-19	874	1
08-19	876	1
08-19	880	21
08-19	882	1
08-19	883	9
08-19	884	13
08-19	885	47
08-19	886	39
08-19	887	141
08-19	888	81
08-19	889	94
08-19	890	100
08-19	891	82
08-19	892	102
08-19	893	99
08-19	894	84
08-19	896	1
08-19	897	40
08-19	899	2
08-19	900	48
08-19	901	2
08-19	902	10
08-19	903	21
08-19	904	60
08-19	905	59
08-19	906	80
08-19	907	19
08-19	908	20
08-19	909	20
08-19	910	33
08-19	915	8
08-19	916	20
08-19	917	20
08-19	918	10
08-19	919	4
08-19	920	1
08-19	924	10
08-19	927	12
08-19	929	5
08-19	930	31
08-19	931	110
08-19	936	2
08-19	937	12
08-19	940	1
08-19	945	2
08-19	946	1
08-19	950	11
08-19	959	1
08-19	960	48
08-19	962	5
08-19	965	1
08-19	970	1
08-19	980	3
08-19	981	34
08-19	982	1
08-19	984	4
08-19	985	2
08-19	987	10
08-19	989	20
08-19	990	60
08-19	991	31
08-19	992	29
08-19	993	114
08-19	994	81
08-19	995	80
08-19	996	40
08-19	997	81
08-19	998	99
08-19	999	81
08-19	1000	62
08-19	1001	60
08-19	1002	81
08-19	1003	91
08-19	1004	102
08-19	1005	54
08-19	1006	83
08-19	1007	38
08-19	1009	3
08-19	1010	1
08-19	1011	101
08-19	1012	78
08-19	1013	98
08-19	1014	72
08-19	1015	27
08-19	1016	79
08-19	1017	77
08-19	1018	19
08-19	1019	7
08-19	1020	497
08-19	1422	11
08-19	1426	1
08-19	1428	3
08-19	1429	1
08-19	1430	1
08-19	1433	1
08-19	1435	1
08-19	1438	3
08-19	1439	1
08-19	1440	48
08-20	1	19
08-20	3	1
08-20	5	1
08-20	10	1
08-20	11	5
08-20	12	6
08-20	13	2
08-20	14	1
08-20	16	2
08-20	17	2
08-20	18	5
08-20	20	3
08-20	23	5
08-20	27	3
08-20	28	1
08-20	29	3
08-20	30	1
08-20	33	13
08-20	34	12
08-20	40	2
08-20	41	3
08-20	50	1
08-20	59	1
08-20	60	48
08-20	63	20
08-20	65	100
08-20	69	2
08-20	70	1
08-20	71	2
08-20	73	5
08-20	77	1
08-20	78	2
08-20	79	1
08-20	80	1
08-20	81	4
08-20	84	1
08-20	85	1
08-20	86	2
08-20	89	8
08-20	90	1
08-20	100	1
08-20	110	1
08-20	117	2
08-20	119	1
08-20	120	48
08-20	121	20
08-20	122	10
08-20	123	15
08-20	126	10
08-20	127	20
08-20	130	1
08-20	131	50
08-20	133	10
08-20	138	10
08-20	139	30
08-20	140	61
08-20	143	10
08-20	144	40
08-20	145	47
08-20	146	21
08-20	147	32
08-20	148	20
08-20	149	10
08-20	150	54
08-20	153	2
08-20	159	1
08-20	160	13
08-20	162	24
08-20	163	224
08-20	229	11
08-20	230	2
08-20	231	5
08-20	232	4
08-20	233	2
08-20	234	4
08-20	235	5
08-20	236	5
08-20	238	12
08-20	239	1
08-20	240	48
08-20	241	1
08-20	242	2
08-20	244	1
08-20	245	68
08-20	246	2
08-20	247	1
08-20	249	1
08-20	250	7
08-20	251	3
08-20	252	7
08-20	253	2
08-20	254	2
08-20	255	2
08-20	258	2
08-20	260	1
08-20	261	4
08-20	263	3
08-20	266	1
08-20	270	1
08-20	274	1
08-20	280	2
08-20	282	1
08-20	284	79
08-20	285	2
08-20	287	1
08-20	289	1
08-20	290	1
08-20	292	3
08-20	297	2
08-20	298	5
08-20	299	4
08-20	300	48
08-20	303	11
08-20	304	1
08-20	305	2
08-20	306	2
08-20	307	2
08-20	308	2
08-20	309	2
08-20	310	2
08-20	311	13
08-20	312	2
08-20	313	3
08-20	314	1
08-20	315	3
08-20	316	4
08-20	317	5
08-20	318	4
08-20	319	3
08-20	320	51
08-20	321	141
08-20	386	5
08-20	387	134
08-20	388	24
08-20	390	3
08-20	394	82
08-20	395	20
08-20	396	59
08-20	397	60
08-20	398	41
08-20	399	22
08-20	400	1
08-20	405	1
08-20	406	50
08-20	407	21
08-20	408	60
08-20	409	66
08-20	410	2
08-20	411	40
08-20	412	99
08-20	413	80
08-20	414	119
08-20	415	80
08-20	416	63
08-20	417	80
08-20	418	59
08-20	419	21
08-20	420	129
08-20	421	59
08-20	422	99
08-20	426	45
08-20	427	1
08-20	428	4
08-20	429	4
08-20	430	33
08-20	431	59
08-20	437	21
08-20	438	20
08-20	439	10
08-20	440	3
08-20	441	32
08-20	442	1
08-20	443	64
08-20	444	1
08-20	445	31
08-20	446	26
08-20	447	93
08-20	448	96
08-20	449	49
08-20	450	41
08-20	453	20
08-20	455	2
08-20	459	20
08-20	460	71
08-20	461	60
08-20	462	20
08-20	463	40
08-20	464	60
08-20	465	46
08-20	466	39
08-20	468	61
08-20	469	65
08-20	470	1
08-20	471	2
08-20	473	1
08-20	474	71
08-20	475	60
08-20	476	20
08-20	478	39
08-20	479	2
08-20	480	48
08-20	481	10
08-20	489	39
08-20	490	1
08-20	492	1
08-20	493	10
08-20	495	20
08-20	496	101
08-20	497	40
08-20	498	1
08-20	499	20
08-20	500	43
08-20	501	44
08-20	507	40
08-20	508	42
08-20	509	5
08-20	510	37
08-20	511	60
08-20	512	41
08-20	513	100
08-20	514	9
08-20	520	1
08-20	524	1
08-20	527	20
08-20	528	20
08-20	530	6
08-20	531	102
08-20	532	21
08-20	533	20
08-20	534	20
08-20	535	19
08-20	538	38
08-20	539	40
08-20	540	88
08-20	541	1
08-20	542	40
08-20	544	79
08-20	545	80
08-20	550	1
08-20	553	21
08-20	554	1
08-20	559	32
08-20	560	1
08-20	565	1
08-20	566	5
08-20	569	10
08-20	570	1
08-20	573	2
08-20	575	10
08-20	576	33
08-20	579	40
08-20	580	1
08-20	583	20
08-20	590	1
08-20	591	20
08-20	595	5
08-20	599	1
08-20	600	48
08-20	606	1
08-20	607	7
08-20	608	3
08-20	610	1
08-20	612	1
08-20	615	1
08-20	616	2
08-20	618	1
08-20	620	1
08-20	628	27
08-20	629	11
08-20	630	7
08-20	634	10
08-20	635	2
08-20	637	1
08-20	639	12
08-20	640	3
08-20	644	8
08-20	645	2
08-20	646	1
08-20	649	10
08-20	650	3
08-20	654	10
08-20	655	1
08-20	659	12
08-20	660	17
08-20	661	24
08-20	662	10
08-20	663	21
08-20	664	33
08-20	665	15
08-20	667	10
08-20	668	10
08-20	670	26
08-20	671	10
08-20	673	10
08-20	674	3
08-20	675	13
08-20	676	1
08-20	677	10
08-20	678	1
08-20	679	1
08-20	680	1
08-20	683	10
08-20	684	10
08-20	685	1
08-20	687	1
08-20	688	1
08-20	690	1
08-20	692	11
08-20	693	22
08-20	694	1
08-20	696	15
08-20	699	20
08-20	700	1
08-20	701	22
08-20	702	42
08-20	703	188
08-20	704	31
08-20	705	1
08-20	707	1
08-20	709	23
08-20	710	63
08-20	711	40
08-20	712	1
08-20	713	1
08-20	717	50
08-20	718	1
08-20	719	2
08-20	720	49
08-20	721	20
08-20	722	42
08-20	723	50
08-20	724	30
08-20	725	40
08-20	726	41
08-20	727	40
08-20	729	20
08-20	730	20
08-20	731	11
08-20	732	20
08-20	734	81
08-20	735	11
08-20	737	36
08-20	739	1
08-20	740	11
08-20	741	20
08-20	743	62
08-20	744	60
08-20	745	19
08-20	746	1
08-20	748	3
08-20	750	1
08-20	752	62
08-20	753	58
08-20	754	40
08-20	755	38
08-20	756	41
08-20	757	21
08-20	758	60
08-20	759	42
08-20	760	11
08-20	761	60
08-20	762	119
08-20	763	40
08-20	764	90
08-20	765	51
08-20	766	14
08-20	767	93
08-20	768	56
08-20	769	41
08-20	770	22
08-20	771	10
08-20	772	33
08-20	773	60
08-20	774	41
08-20	776	20
08-20	777	1
08-20	779	3
08-20	780	50
08-20	781	1
08-20	782	2
08-20	783	1
08-20	785	20
08-20	786	10
08-20	787	54
08-20	788	20
08-20	789	60
08-20	790	41
08-20	791	23
08-20	792	97
08-20	793	62
08-20	794	81
08-20	795	60
08-20	796	42
08-20	797	40
08-20	799	21
08-20	800	63
08-20	801	21
08-20	802	91
08-20	803	80
08-20	804	81
08-20	805	21
08-20	806	10
08-20	809	1
08-20	810	1
08-20	814	13
08-20	815	20
08-20	816	1
08-20	818	41
08-20	820	1
08-20	822	1
08-20	823	10
08-20	824	1
08-20	825	2
08-20	826	58
08-20	827	31
08-20	828	22
08-20	829	25
08-20	830	1
08-20	831	6
08-20	832	1
08-20	833	7
08-20	835	2
08-20	838	1
08-20	839	1
08-20	840	50
08-20	844	1
08-20	847	1
08-20	848	1
08-20	850	1
08-20	853	2
08-20	854	22
08-20	855	21
08-20	856	61
08-20	857	21
08-20	858	117
08-20	859	61
08-20	860	22
08-20	861	62
08-20	862	78
08-20	863	222
08-20	864	72
08-20	865	80
08-20	866	60
08-20	867	78
08-20	868	129
08-20	869	68
08-20	870	46
08-20	871	60
08-20	872	61
08-20	873	79
08-20	874	81
08-20	875	124
08-20	876	71
08-20	877	41
08-20	878	62
08-20	879	40
08-20	880	101
08-20	881	60
08-20	882	149
08-20	883	80
08-20	884	60
08-20	885	81
08-20	886	80
08-20	887	63
08-20	888	123
08-20	889	81
08-20	890	83
08-20	891	80
08-20	892	44
08-20	893	106
08-20	894	112
08-20	895	145
08-20	896	64
08-20	897	82
08-20	898	84
08-20	899	143
08-20	900	189
08-20	901	80
08-20	902	82
08-20	903	100
08-20	904	201
08-20	905	142
08-20	906	104
08-20	907	60
08-20	908	100
08-20	909	219
08-20	910	140
08-20	911	69
08-20	912	82
08-20	913	99
08-20	914	198
08-20	915	162
08-20	916	68
08-20	917	22
08-20	918	81
08-20	919	158
08-20	920	119
08-20	921	60
08-20	922	228
08-20	923	195
08-20	924	65
08-20	925	8
08-20	926	101
08-20	927	60
08-20	928	39
08-20	929	101
08-20	930	62
08-20	931	81
08-20	932	21
08-20	934	5
08-20	935	6
08-20	936	1
08-20	938	2
08-20	939	3
08-20	940	2
08-20	942	3
08-20	943	3
08-20	944	1
08-20	948	5
08-20	949	5
08-20	950	2
08-20	951	4
08-20	952	2
08-20	953	4
08-20	954	2
08-20	955	4
08-20	956	9
08-20	957	5
08-20	958	3
08-20	959	1
08-20	960	50
08-20	961	44
08-20	963	3
08-20	964	3
08-20	965	4
08-20	967	1
08-20	969	2
08-20	970	2
08-20	971	3
08-20	972	1
08-20	976	63
08-20	977	20
08-20	978	3
08-20	979	7
08-20	980	3
08-20	982	1
08-20	985	46
08-20	986	1
08-20	987	9
08-20	989	3
08-20	990	2
08-20	993	4
08-20	995	1
08-20	999	1
08-20	1000	2
08-20	1002	2
08-20	1004	3
08-20	1005	1
08-20	1006	1
08-20	1009	43
08-20	1010	1
08-20	1012	42
08-20	1013	10
08-20	1014	11
08-20	1015	10
08-20	1016	34
08-20	1017	35
08-20	1018	44
08-20	1019	27
08-20	1020	47
08-20	1021	40
08-20	1022	3
08-20	1023	128
08-20	1024	5
08-20	1025	2
08-20	1026	344
08-21	92	10
08-21	93	6
08-21	100	1
08-21	104	2
08-21	105	1
08-21	106	8
08-21	107	2
08-21	108	3
08-21	109	2
08-21	110	1
08-21	111	11
08-21	119	41
08-21	120	47
08-21	125	20
08-21	126	2
08-21	127	1
08-21	129	10
08-21	130	1
08-21	140	1
08-21	146	24
08-21	147	7
08-21	149	1
08-21	150	11
08-21	152	2
08-21	153	3
08-21	154	8
08-21	157	11
08-21	158	1
08-21	159	1
08-21	160	1
08-21	162	12
08-21	163	1
08-21	164	2
08-21	165	187
08-21	387	86
08-21	388	20
08-21	390	31
08-21	391	61
08-21	392	41
08-21	393	40
08-21	394	72
08-21	395	43
08-21	396	2
08-21	397	23
08-21	398	80
08-21	399	224
08-21	400	2
08-21	401	42
08-21	402	20
08-21	403	61
08-21	404	5
08-21	405	56
08-21	406	61
08-21	407	23
08-21	408	20
08-21	409	40
08-21	410	40
08-21	411	46
08-21	412	25
08-21	413	22
08-21	415	21
08-21	416	39
08-21	417	60
08-21	418	23
08-21	419	1
08-21	420	17
08-21	421	2
08-21	422	3
08-21	423	21
08-21	425	59
08-21	426	20
08-21	427	142
08-21	428	9
08-21	429	59
08-21	430	22
08-21	431	10
08-21	440	1
08-21	450	1
08-21	460	1
08-21	465	33
08-21	470	21
08-21	471	20
08-21	474	20
08-21	475	19
08-21	476	20
08-21	477	59
08-21	478	58
08-21	479	21
08-21	480	54
08-21	483	1
08-21	484	44
08-21	486	20
08-21	487	20
08-21	488	10
08-21	490	1
08-21	494	38
08-21	497	39
08-21	498	40
08-21	500	1
08-21	503	10
08-21	504	62
08-21	505	39
08-21	506	61
08-21	507	41
08-21	508	94
08-21	509	43
08-21	510	39
08-21	511	59
08-21	512	123
08-21	513	29
08-21	515	41
08-21	516	3
08-21	517	39
08-21	518	40
08-21	520	1
08-21	521	41
08-21	522	43
08-21	523	20
08-21	524	30
08-21	525	19
08-21	526	42
08-21	527	141
08-21	528	62
08-21	529	21
08-21	530	61
08-21	531	20
08-21	532	99
08-21	534	21
08-21	535	81
08-21	536	40
08-21	537	40
08-21	538	19
08-21	539	39
08-21	540	16
08-21	541	31
08-21	542	123
08-21	543	39
08-21	544	58
08-21	545	29
08-21	546	42
08-21	548	47
08-21	549	119
08-21	550	72
08-21	552	3
08-21	553	3
08-21	554	8
08-21	556	18
08-21	558	3
08-21	559	25
08-21	560	3
08-21	561	1
08-21	562	5
08-21	563	2
08-21	564	1
08-21	566	79
08-21	567	185
08-21	568	130
08-21	569	158
08-21	570	180
08-21	571	38
08-21	572	19
08-21	577	10
08-21	578	40
08-21	580	70
08-21	581	43
08-21	582	50
08-21	583	62
08-21	586	48
08-21	587	22
08-21	588	23
08-21	589	74
08-21	590	5
08-21	591	43
08-21	592	41
08-21	593	12
08-21	594	22
08-21	595	32
08-21	596	103
08-21	597	58
08-21	598	60
08-21	599	21
08-21	600	96
08-21	601	19
08-21	605	39
08-21	608	60
08-21	609	82
08-21	610	20
08-21	612	20
08-21	613	21
08-21	614	59
08-21	615	20
08-21	618	2
08-21	619	59
08-21	620	29
08-21	621	81
08-21	622	59
08-21	623	60
08-21	624	62
08-21	625	61
08-21	626	80
08-21	628	40
08-21	629	39
08-21	630	22
08-21	631	40
08-21	632	40
08-21	634	51
08-21	635	43
08-21	636	80
08-21	637	69
08-21	638	50
08-21	639	73
08-21	640	23
08-21	641	4
08-21	642	84
08-21	643	83
08-21	644	46
08-21	645	80
08-21	646	83
08-21	647	59
08-21	649	1
08-21	650	1
08-21	652	38
08-21	655	61
08-21	656	60
08-21	657	100
08-21	658	40
08-21	659	42
08-21	660	38
08-21	661	80
08-21	662	41
08-21	663	83
08-21	664	81
08-21	666	85
08-21	667	1
08-21	668	60
08-21	669	20
08-21	670	16
08-21	671	1
08-21	672	59
08-21	673	43
08-21	674	78
08-21	675	83
08-21	676	59
08-21	677	61
08-21	678	198
08-21	679	99
08-21	680	43
08-21	681	81
08-21	682	88
08-21	684	39
08-21	685	60
08-21	686	80
08-21	687	80
08-21	688	59
08-21	689	40
08-21	690	42
08-21	691	79
08-21	692	77
08-21	693	79
08-21	694	77
08-21	695	80
08-21	696	39
08-21	697	80
08-21	698	41
08-21	699	78
08-21	700	81
08-21	701	78
08-21	702	79
08-21	703	80
08-21	704	59
08-21	705	79
08-21	706	79
08-21	707	80
08-21	708	59
08-21	709	80
08-21	710	81
08-21	711	78
08-21	712	80
08-21	713	79
08-21	714	80
08-21	715	119
08-21	716	79
08-21	717	100
08-21	718	78
08-21	719	19
08-21	720	49
08-21	722	2
08-21	723	19
08-21	724	20
08-21	725	41
08-21	726	20
08-21	727	18
08-21	729	1
08-21	730	1
08-21	731	40
08-21	732	19
08-21	733	96
08-21	734	40
08-21	735	21
08-21	736	103
08-21	738	1
08-21	739	42
08-21	740	1
08-21	741	1
08-21	745	60
08-21	746	20
08-21	748	1
08-21	749	5
08-21	750	40
08-21	751	63
08-21	752	43
08-21	753	39
08-21	754	80
08-21	755	20
08-21	756	42
08-21	757	40
08-21	758	4
08-21	759	67
08-21	760	1
08-21	761	5
08-21	762	412
08-21	795	11
08-21	798	1
08-21	800	1
08-21	801	2
08-21	803	3
08-21	804	4
08-21	810	4
08-21	811	7
08-21	814	2
08-21	815	2
08-21	816	2
08-21	817	5
08-21	818	2
08-21	819	5
08-21	820	224
08-21	841	36
08-21	842	58
08-21	843	61
08-21	844	41
08-21	845	203
08-21	846	7
08-21	847	39
08-21	848	14
08-21	849	24
08-21	850	1
08-21	851	1
08-21	852	20
08-21	853	20
08-21	855	1
08-21	857	1
08-21	859	4
08-21	860	2
08-21	861	20
08-21	862	40
08-21	863	1
08-21	865	20
08-21	866	240
08-21	867	111
08-21	868	170
08-21	869	120
08-21	870	6
08-21	871	2
08-21	874	1
08-21	876	1
08-21	880	1
08-21	881	1
08-21	883	9
08-21	884	13
08-21	885	33
08-21	886	7
08-21	888	1
08-21	889	30
08-21	890	13
08-21	891	3
08-21	893	9
08-21	899	1
08-21	900	58
08-21	901	12
08-21	903	2
08-21	904	3
08-21	908	1
08-21	909	2
08-21	910	1
08-21	911	21
08-21	912	23
08-21	915	1
08-21	918	1
08-21	919	65
08-21	920	1
08-21	926	1
08-21	928	1
08-21	930	1
08-21	932	6
08-21	933	5
08-21	936	1
08-21	940	1
08-21	941	10
08-21	942	20
08-21	948	1
08-21	949	2
08-21	950	1
08-21	952	1
08-21	953	1
08-21	959	1
08-21	960	48
08-21	963	6
08-21	966	10
08-21	967	31
08-21	970	69
08-21	971	51
08-21	972	10
08-21	973	20
08-21	974	42
08-21	975	11
08-21	976	11
08-21	979	30
08-21	980	11
08-21	981	12
08-21	986	18
08-21	987	20
08-21	989	43
08-21	990	1
08-21	993	10
08-21	994	10
08-21	995	26
08-21	1000	1
08-21	1004	1
08-21	1008	1
08-21	1009	33
08-21	1010	1
08-21	1011	13
08-21	1013	4
08-21	1015	1
08-21	1019	4
08-21	1020	48
08-21	1021	39
08-21	1029	32
08-21	1030	444
08-21	1385	10
08-21	1386	11
08-21	1387	2
08-21	1389	12
08-21	1390	6
08-21	1392	1
08-21	1396	1
08-21	1398	1
08-21	1399	1
08-21	1400	13
08-21	1401	1
08-21	1402	13
08-21	1406	5
08-21	1407	3
08-21	1408	12
08-21	1410	37
08-21	1414	2
08-21	1415	4
08-21	1418	2
08-21	1420	1
08-21	1422	1
08-21	1430	1
08-21	1433	1
08-21	1436	2
08-21	1439	3
08-21	1440	50
08-22	67	10
08-22	69	20
08-22	70	16
08-22	71	10
08-22	79	10
08-22	80	11
08-22	82	10
08-22	83	16
08-22	90	1
08-22	100	1
08-22	110	1
08-22	112	5
08-22	114	65
08-22	119	1
08-22	120	48
08-22	124	44
08-22	125	2
08-22	126	2
08-22	127	181
08-22	142	19
08-22	145	1
08-22	149	32
08-22	150	31
08-22	152	2
08-22	154	2
08-22	156	2
08-22	157	3
08-22	160	3
08-22	161	2
08-22	162	3
08-22	163	2
08-22	164	1
08-22	165	1
08-22	166	2
08-22	168	2
08-22	170	1
08-22	171	12
08-22	172	3
08-22	173	228
08-22	179	11
08-22	180	47
08-22	190	1
08-22	194	1
08-22	195	22
08-22	196	11
08-22	197	77
08-22	198	25
08-22	199	16
08-22	200	183
08-22	388	56
08-22	389	71
08-22	390	99
08-22	391	115
08-22	392	61
08-22	393	1
08-22	394	1
08-22	395	79
08-22	398	99
08-22	399	20
08-22	400	1
08-22	401	40
08-22	403	1
08-22	404	58
08-22	405	20
08-22	408	1
08-22	410	2
08-22	411	1
08-22	412	123
08-22	413	39
08-22	414	75
08-22	417	18
08-22	418	8
08-22	419	1
08-22	420	47
08-22	421	1
08-22	423	2
08-22	427	1
08-22	428	3
08-22	429	11
08-22	430	38
08-22	431	14
08-22	433	10
08-22	440	1
08-22	446	25
08-22	449	18
08-22	450	21
08-22	453	42
08-22	454	41
08-22	456	5
08-22	460	1
08-22	462	1
08-22	463	1
08-22	464	39
08-22	465	3
08-22	467	39
08-22	468	39
08-22	470	43
08-22	474	39
08-22	479	1
08-22	480	49
08-22	482	39
08-22	486	40
08-22	487	42
08-22	490	1
08-22	491	1
08-22	492	2
08-22	493	1
08-22	497	60
08-22	498	20
08-22	499	40
08-22	500	2
08-22	501	10
08-22	510	1
08-22	520	1
08-22	525	1
08-22	527	1
08-22	528	1
08-22	529	38
08-22	530	1
08-22	533	1
08-22	534	1
08-22	538	8
08-22	539	1
08-22	540	48
08-22	542	10
08-22	543	39
08-22	546	2
08-22	550	2
08-22	552	2
08-22	553	1
08-22	554	16
08-22	555	1
08-22	556	7
08-22	557	1
08-22	559	13
08-22	560	30
08-22	562	21
08-22	563	69
08-22	564	42
08-22	566	1
08-22	568	1
08-22	570	7
08-22	573	1
08-22	574	1
08-22	579	1
08-22	580	3
08-22	581	40
08-22	585	1
08-22	587	1
08-22	589	40
08-22	590	1
08-22	591	1
08-22	592	22
08-22	593	60
08-22	594	41
08-22	595	20
08-22	596	20
08-22	598	41
08-22	599	1
08-22	600	48
08-22	603	1
08-22	604	1
08-22	605	1
08-22	606	59
08-22	607	60
08-22	610	1
08-22	611	1
08-22	615	1
08-22	620	2
08-22	621	1
08-22	622	41
08-22	623	40
08-22	625	23
08-22	626	41
08-22	627	81
08-22	628	60
08-22	630	1
08-22	633	2
08-22	637	1
08-22	638	21
08-22	639	21
08-22	640	58
08-22	641	23
08-22	645	11
08-22	646	1
08-22	650	11
08-22	651	2
08-22	653	1
08-22	655	11
08-22	657	1
08-22	659	1
08-22	660	26
08-22	663	1
08-22	665	38
08-22	667	48
08-22	668	41
08-22	669	1
08-22	670	59
08-22	671	20
08-22	672	23
08-22	673	20
08-22	674	20
08-22	675	4
08-22	680	2
08-22	682	2
08-22	683	40
08-22	684	40
08-22	686	1
08-22	687	1
08-22	688	42
08-22	690	3
08-22	691	1
08-22	693	43
08-22	694	21
08-22	695	61
08-22	696	6
08-22	697	1
08-22	698	1
08-22	700	1
08-22	703	40
08-22	708	40
08-22	709	1
08-22	710	1
08-22	711	39
08-22	712	60
08-22	713	19
08-22	714	40
08-22	715	82
08-22	716	39
08-22	717	60
08-22	718	40
08-22	719	81
08-22	720	89
08-22	721	21
08-22	722	61
08-22	723	58
08-22	724	40
08-22	725	44
08-22	726	40
08-22	727	1
08-22	728	59
08-22	729	79
08-22	730	59
08-22	732	59
08-22	733	80
08-22	734	20
08-22	740	1
08-22	743	1
08-22	745	39
08-22	748	79
08-22	749	81
08-22	750	63
08-22	751	21
08-22	752	21
08-22	753	59
08-22	754	39
08-22	756	40
08-22	757	22
08-22	758	20
08-22	759	20
08-22	760	41
08-22	761	21
08-22	762	39
08-22	765	3
08-22	766	40
08-22	767	44
08-22	768	2
08-22	769	9
08-22	770	29
08-22	771	21
08-22	772	39
08-22	773	38
